City,Datetime,TrafficIndexLive,JamsCount,JamsDelay,JamsLength,TrafficIndexWeekAgo,TravelTimeHistoric,TravelTimeLive
Riyadh,15/05/2023 20:01,25,162,567.7,114,25,79.88863795,78.10158752
Riyadh,15/05/2023 21:31,28,176,661,163.3,27,78.36529035,80.32347882
Riyadh,15/05/2023 22:01,26,152,544.3,110.2,25,77.25051809,78.88528558
Riyadh,15/05/2023 23:01,19,79,301.2,62.6,18,74.10000955,73.63754333
Riyadh,16/05/2023 00:01,11,37,120,20.4,11,70.30611793,67.50262682
Riyadh,16/05/2023 01:01,5,22,81.1,10.9,5,66.08693514,62.59422908
Riyadh,16/05/2023 02:01,3,13,60.8,8.1,2,62.32600589,59.532277
Riyadh,16/05/2023 03:01,1,8,21.7,2.6,1,60.49644656,58.00467011
Riyadh,16/05/2023 04:01,0,5,14.1,1,0,56.45234742,54.08700003
Riyadh,16/05/2023 05:01,0,1,4.9,0.3,0,53.8155929,51.39932384
Riyadh,16/05/2023 06:46,18,116,387.1,111.8,21,73.18173694,73.15988688
Riyadh,16/05/2023 07:46,27,121,558.2,147.4,31,75.78874416,75.57137591
Riyadh,16/05/2023 08:01,28,124,582.3,148,31,75.45068183,76.2115186
Riyadh,16/05/2023 09:01,28,116,463.7,145.9,29,73.65253834,75.55781778
Riyadh,16/05/2023 10:01,26,108,464.9,126,28,72.9147423,74.38475582
Riyadh,16/05/2023 11:46,22,156,589.4,152.8,24,73.07833638,74.89210341
Riyadh,16/05/2023 12:16,26,197,701.2,169,28,73.92759807,77.35014545
Riyadh,16/05/2023 13:01,25,163,610.2,146.3,29,73.82348357,76.52363537
Riyadh,16/05/2023 14:46,29,163,716.6,203,31,73.71091345,77.13907339
Riyadh,16/05/2023 15:31,32,147,626.7,201.5,35,76.08253396,79.18475825
Riyadh,16/05/2023 16:46,46,312,1461.7,352.7,46,84.55004452,91.18905907
Riyadh,16/05/2023 17:46,59,389,2006.1,422.7,54,87.82903006,101.1629049
Riyadh,16/05/2023 18:01,58,374,1856,394,51,87.49279536,100.7525592
Riyadh,16/05/2023 19:01,40,158,652.6,166.5,33,82.52346181,87.44188605
Riyadh,16/05/2023 20:01,30,181,636.8,144.4,28,80.67201436,81.09786024
Riyadh,16/05/2023 21:16,26,172,610.8,144.6,30,80.22509491,79.45261291
Riyadh,16/05/2023 22:01,20,89,298.9,48.6,27,77.81512144,74.05243449
Riyadh,16/05/2023 23:01,12,51,169.9,21.3,15,73.98563126,68.34235744
Riyadh,17/05/2023 00:16,11,47,191.5,19.8,9,69.95891972,67.27782593
Riyadh,17/05/2023 01:01,6,19,72.4,7,5,66.33112338,63.08960205
Riyadh,17/05/2023 02:01,3,13,64.5,7.5,2,63.01102123,60.12558062
Riyadh,17/05/2023 03:01,2,14,51.8,8.2,1,60.66344866,58.36188266
Riyadh,17/05/2023 04:01,0,7,25,3.8,0,56.54141892,54.42743522
Riyadh,17/05/2023 05:01,0,8,24.1,3.2,0,53.79095843,51.61377013
Riyadh,17/05/2023 06:46,22,103,439.6,115.5,20,71.98952686,76.02753118
Riyadh,17/05/2023 07:46,33,118,620,152.1,30,73.73374091,78.83409062
Riyadh,17/05/2023 08:01,33,113,632.4,154.2,30,73.40834315,78.98614389
Riyadh,17/05/2023 09:16,31,112,546.7,164,28,71.75778171,77.10393761
Riyadh,17/05/2023 10:01,28,122,473.6,154.9,27,71.18913263,75.41798076
Riyadh,17/05/2023 11:46,24,171,661.2,161.9,25,72.77707456,75.8832721
Riyadh,17/05/2023 12:16,27,170,656.4,169.7,28,73.34262028,77.73776916
Riyadh,17/05/2023 13:01,25,148,552.8,140.6,26,72.55614605,75.73537561
Riyadh,17/05/2023 14:46,27,163,645.3,196,28,72.96422074,75.66676411
Riyadh,17/05/2023 15:31,30,161,624.5,192.8,32,75.46427866,77.54943653
Riyadh,17/05/2023 16:46,41,277,1295.9,294.4,44,84.66601684,87.2874228
Riyadh,17/05/2023 17:46,49,321,1615.9,319.6,52,88.73091054,93.53877894
Riyadh,17/05/2023 18:01,48,309,1515.5,294.8,50,88.39623148,93.06849586
Riyadh,17/05/2023 19:01,32,138,524.7,124.9,32,82.97298504,82.15036444
Riyadh,17/05/2023 20:16,31,185,665,175.1,29,81.03747726,80.97065181
Riyadh,17/05/2023 21:31,35,209,846.4,229.1,35,80.62633763,84.67445039
Riyadh,17/05/2023 22:01,33,175,671.9,154.6,33,79.23474629,83.01202306
Riyadh,17/05/2023 23:01,19,73,293,48.6,21,75.66487983,73.35018413
Riyadh,18/05/2023 00:01,11,36,109.7,18.5,12,71.55025556,67.59178358
Riyadh,18/05/2023 01:01,7,12,53.2,6.5,7,67.09098943,63.54167146
Riyadh,18/05/2023 02:01,4,13,53.2,5.7,4,64.06492509,60.91165671
Riyadh,18/05/2023 03:01,2,12,52.7,4.5,2,61.10707307,58.51798398
Riyadh,18/05/2023 04:01,0,3,20.2,3.2,0,57.18332682,54.9352294
Riyadh,18/05/2023 05:01,0,5,10,1.9,0,54.89753527,53.00706228
Riyadh,18/05/2023 06:46,11,52,179.3,67.8,15,68.13971345,66.85933053
Riyadh,18/05/2023 07:46,16,77,285.5,84,18,69.8657431,68.26703361
Riyadh,18/05/2023 08:01,17,69,274.4,83.5,16,69.5634421,68.82071969
Riyadh,18/05/2023 09:46,21,91,371.9,116.6,21,69.64568832,71.13262888
Riyadh,18/05/2023 10:01,21,90,346.1,112.9,20,69.77721561,71.4798232
Riyadh,18/05/2023 11:46,25,140,592.1,179.1,24,72.32243603,75.82186591
Riyadh,18/05/2023 12:16,27,156,632.6,170.7,27,72.53910182,76.88379087
Riyadh,18/05/2023 13:46,23,129,435.3,159.4,24,71.95039149,73.5063686
Riyadh,18/05/2023 14:46,45,287,1403,392.7,28,74.6435013,88.06669891
Riyadh,18/05/2023 15:31,58,281,1555.9,431.7,34,77.30919668,97.22046643
Riyadh,18/05/2023 16:46,73,513,2882.6,581.4,45,85.04579484,110.1490151
Riyadh,18/05/2023 17:31,76,505,2756.5,570.1,54,88.06747373,112.3402668
Riyadh,18/05/2023 18:01,69,415,2100.9,458.8,53,87.77325819,107.3318161
Riyadh,18/05/2023 19:01,46,157,656.3,200.3,32,83.61896876,90.41814056
Riyadh,18/05/2023 20:01,39,215,821.4,252.4,35,83.04073171,86.04490424
Riyadh,18/05/2023 21:31,41,268,1101.3,264.2,50,85.16636534,88.38637676
Riyadh,18/05/2023 22:01,40,234,911.7,215.3,50,84.56830252,87.47373664
Riyadh,18/05/2023 23:01,33,162,621.6,160,39,80.88918395,82.4329292
Riyadh,19/05/2023 00:01,26,118,478.2,108.2,29,76.4286151,77.64752861
Riyadh,19/05/2023 01:01,18,60,274.9,39.4,20,71.63669977,71.27027958
Riyadh,19/05/2023 02:01,11,42,201.8,18.5,12,67.7620767,65.91459114
Riyadh,19/05/2023 03:01,6,25,141.3,11.3,7,64.11838254,62.0110964
Riyadh,19/05/2023 04:01,2,14,70.5,4.8,2,59.86168982,58.13938726
Riyadh,19/05/2023 05:01,0,10,27.4,3.4,0,57.53405726,56.0433666
Riyadh,19/05/2023 06:01,0,3,19.5,1.1,0,56.63705192,54.22381386
Riyadh,19/05/2023 07:01,0,6,19,2.6,0,56.10243255,54.44597387
Riyadh,19/05/2023 08:01,0,10,32.3,1.8,0,56.60210951,54.95502054
Riyadh,19/05/2023 09:01,0,10,29.9,2.8,0,57.4121473,55.97870496
Riyadh,19/05/2023 10:01,0,10,38.8,2.4,0,57.85540944,56.43635825
Riyadh,19/05/2023 11:01,0,6,24.1,1.5,0,57.228834,55.78679285
Riyadh,19/05/2023 12:46,5,49,179,19.1,5,66.24076032,65.87252957
Riyadh,19/05/2023 13:01,4,35,128.3,14.9,4,64.71450373,63.52745222
Riyadh,19/05/2023 14:01,3,27,82.8,11.7,3,62.99738861,60.76936304
Riyadh,19/05/2023 15:31,4,36,123.7,16.6,3,63.76743539,60.75752579
Riyadh,19/05/2023 16:46,14,113,479.3,87.1,12,70.76813528,69.28119623
Riyadh,19/05/2023 17:46,19,162,677.3,129.9,20,74.10149341,73.74023464
Riyadh,19/05/2023 18:31,22,181,741.7,151.8,22,75.13764255,75.72839317
Riyadh,19/05/2023 19:46,29,209,823,212.7,30,77.73452792,79.93171112
Riyadh,19/05/2023 20:16,33,226,919.3,220.1,36,79.01052151,82.46141868
Riyadh,19/05/2023 21:46,53,347,1489.5,336.1,41,81.31037306,96.03614827
Riyadh,19/05/2023 22:01,49,311,1319.1,287.5,34,81.25511672,93.91659267
Riyadh,19/05/2023 23:01,34,167,652.9,171.2,21,78.4086525,82.87462687
Riyadh,20/05/2023 00:01,33,141,580.8,188.4,18,74.05173714,81.18905474
Riyadh,20/05/2023 01:01,25,92,355.1,96.4,21,70.35616813,75.22666087
Riyadh,20/05/2023 02:01,14,39,179.7,24.1,15,67.19796159,67.32897951
Riyadh,20/05/2023 03:01,6,27,109.4,9.9,8,63.78533818,61.80431907
Riyadh,20/05/2023 04:01,2,15,77,5.2,3,60.61007862,58.7455805
Riyadh,20/05/2023 05:01,1,7,24,2.2,1,58.59291055,57.35948974
Riyadh,20/05/2023 06:01,0,7,26.9,4.9,0,57.87881642,55.90386051
Riyadh,20/05/2023 07:31,2,20,66.1,5.8,0,58.78710073,57.78457791
Riyadh,20/05/2023 08:31,3,8,29.5,2.7,3,59.69735033,58.27508519
Riyadh,20/05/2023 09:46,7,39,137.1,27.7,7,61.9177971,61.1626829
Riyadh,20/05/2023 10:46,10,83,307.5,57.7,9,63.97635056,63.67321569
Riyadh,20/05/2023 11:01,11,89,325.2,61.1,10,64.23948969,64.22653622
Riyadh,20/05/2023 12:01,10,82,345,57.8,10,64.6140354,64.37617533
Riyadh,20/05/2023 13:01,8,43,151.3,28.9,7,64.5657712,63.81462591
Riyadh,20/05/2023 14:46,10,53,167.4,64.4,7,65.46300303,65.15440883
Riyadh,20/05/2023 15:31,13,62,189.5,86.9,9,66.62965504,66.88103092
Riyadh,20/05/2023 16:46,27,195,704.3,202.2,24,76.34570535,78.21617882
Riyadh,20/05/2023 17:46,35,281,1074.8,249.5,33,80.20633087,84.50156629
Riyadh,20/05/2023 18:01,34,242,941.1,241.6,33,80.32353667,84.21458266
Riyadh,20/05/2023 19:46,31,211,767.9,201.9,31,79.26541022,81.27163932
Riyadh,20/05/2023 20:01,31,190,706.6,179.3,33,79.47655596,81.4732539
Riyadh,20/05/2023 21:31,31,177,672.4,177.1,35,78.38907201,81.55659842
Riyadh,20/05/2023 22:01,29,150,503.6,140.9,32,77.12185608,80.03559803
Riyadh,20/05/2023 23:01,21,105,361.2,72,21,73.28300448,74.43027773
Riyadh,21/05/2023 00:01,13,40,129.6,24.6,12,69.09615754,68.05097328
Riyadh,21/05/2023 01:01,6,16,57.7,5.1,6,65.09301474,61.87612582
Riyadh,21/05/2023 02:01,2,7,26,2.6,2,61.69910132,58.56403789
Riyadh,21/05/2023 03:01,1,5,20.4,2.3,1,59.28319849,56.70813959
Riyadh,21/05/2023 04:01,0,2,8.5,0.6,0,56.13862405,53.65725362
Riyadh,21/05/2023 05:01,0,10,30.5,6,0,53.64755394,51.66438794
Riyadh,21/05/2023 06:46,18,121,402.7,118.4,22,72.88227651,73.44771966
Riyadh,21/05/2023 07:46,27,140,593.9,167.3,32,76.16423337,75.40524904
Riyadh,21/05/2023 08:01,29,119,497.4,156.9,33,76.05302329,76.26620049
Riyadh,21/05/2023 09:01,26,102,454.7,128.9,31,73.76000331,74.46445745
Riyadh,21/05/2023 10:01,24,102,417,118,27,72.26165967,73.48448522
Riyadh,21/05/2023 11:46,20,145,524.6,132.2,20,71.4468792,72.76369194
Riyadh,21/05/2023 12:16,22,164,594.5,132.3,24,72.98716362,74.61899149
Riyadh,21/05/2023 13:01,23,196,667.1,150.8,24,73.1251056,75.53769452
Riyadh,21/05/2023 14:46,26,153,646.5,171.4,27,72.76489675,74.55222726
Riyadh,21/05/2023 15:31,29,134,535.9,167.6,30,75.48396111,76.64889866
Riyadh,21/05/2023 16:46,42,280,1269.3,306.9,41,84.36875821,88.01862376
Riyadh,21/05/2023 17:46,49,316,1507.6,324.4,49,88.60335051,93.52950314
Riyadh,21/05/2023 18:01,47,282,1356.1,290.2,47,88.27469356,92.86862075
Riyadh,21/05/2023 19:01,29,140,484.5,106.9,28,81.34632373,79.87548599
Riyadh,21/05/2023 20:01,24,157,549.3,128.3,24,78.45444275,76.73413619
Riyadh,21/05/2023 21:31,25,161,551.2,155.2,26,77.02396537,78.52586164
Riyadh,21/05/2023 22:01,24,132,443.8,94.2,24,75.9718636,77.31120562
Riyadh,21/05/2023 23:01,17,85,270.6,47.7,16,73.15267274,72.47424609
Riyadh,22/05/2023 00:01,10,38,108.2,18.1,10,69.87084713,67.02920482
Riyadh,22/05/2023 01:01,5,19,49.5,5.2,5,65.93426226,62.65472837
Riyadh,22/05/2023 02:01,3,11,38.9,2.1,3,62.68349636,59.7465097
Riyadh,22/05/2023 03:01,1,6,28.5,3.4,1,59.89094244,57.56622577
Riyadh,22/05/2023 04:01,0,3,4.3,0.7,0,56.53130333,54.26679421
Riyadh,22/05/2023 05:01,0,3,8.8,0.6,0,54.16116939,51.93742418
Riyadh,22/05/2023 06:46,18,115,379.8,115.7,18,73.41454857,73.1130132
Riyadh,22/05/2023 07:46,26,135,528.7,161.7,27,76.44848981,74.70575923
Riyadh,22/05/2023 08:01,27,131,504.1,157.9,28,76.04869723,75.33239033
Riyadh,22/05/2023 09:16,28,117,501,157.1,27,73.79482625,75.37517502
Riyadh,22/05/2023 10:01,27,117,478.1,141.8,26,72.62617972,75.02185959
Riyadh,22/05/2023 11:46,22,157,526.7,150,22,72.11711945,73.85486454
Riyadh,22/05/2023 12:01,23,151,547.9,148.1,25,72.49504166,74.79261915
Riyadh,22/05/2023 13:01,24,171,625.7,147.9,26,73.19997084,75.60913092
Riyadh,22/05/2023 14:46,26,170,691.6,176.6,29,73.42298789,75.02352156
Riyadh,22/05/2023 15:31,31,169,765.5,196.7,32,75.75529826,77.78702646
Riyadh,22/05/2023 16:46,42,313,1479.5,313.8,44,84.99271716,88.38498216
Riyadh,22/05/2023 17:31,50,382,1738,380.1,51,88.51025973,94.42054746
Riyadh,22/05/2023 18:01,48,334,1523.9,312.4,50,88.21547693,93.27747768
Riyadh,22/05/2023 19:01,31,127,560.4,119.5,32,82.1308771,81.35424408
Riyadh,22/05/2023 20:16,28,184,669.5,146.2,25,79.47524566,79.51640215
Riyadh,22/05/2023 21:31,29,187,645.9,158.9,28,78.26162062,80.82157308
Riyadh,22/05/2023 22:01,27,147,495.7,120.6,26,77.20219828,79.23791843
Riyadh,22/05/2023 23:01,18,69,225.3,48.6,19,73.94691919,73.26374736
Riyadh,23/05/2023 00:01,12,31,108.5,21.5,11,70.40183576,68.09987102
Riyadh,23/05/2023 01:01,5,13,43.5,4.2,5,66.15115306,62.688158
Riyadh,23/05/2023 02:01,3,8,46.9,3.9,3,62.73560695,59.7665244
Riyadh,23/05/2023 03:01,2,4,13.2,2,1,60.59097449,58.44579396
Riyadh,23/05/2023 04:01,0,5,19.8,2.7,0,56.82734464,54.61228044
Riyadh,23/05/2023 05:01,0,15,57.9,6.8,0,54.29375,52.90117863
Riyadh,23/05/2023 06:46,17,110,371,101.4,18,73.18984786,73.15794215
Riyadh,23/05/2023 07:46,26,113,481.9,140.9,27,75.49668126,74.74311869
Riyadh,23/05/2023 08:01,27,108,457.3,143.5,28,75.15925334,75.22052876
Riyadh,23/05/2023 09:16,29,113,541.5,150.8,28,73.4844666,76.2731948
Riyadh,23/05/2023 10:01,26,122,534.6,138.7,26,72.65052732,74.86890065
Riyadh,23/05/2023 11:01,22,116,444.1,120,22,71.43255768,72.57200864
Riyadh,23/05/2023 12:01,24,170,593,150.2,26,73.50360075,75.95614422
Riyadh,23/05/2023 13:01,23,152,516.1,128.8,25,73.74871595,75.0174163
Riyadh,23/05/2023 14:46,27,168,680.6,172.2,29,73.85504565,75.61066316
Riyadh,23/05/2023 15:31,31,149,610.8,185.3,32,76.28414436,78.4731248
Riyadh,23/05/2023 16:46,45,272,1334.7,317.1,46,84.42546914,90.24382217
Riyadh,23/05/2023 17:46,52,374,1788.5,364.3,59,88.35197777,96.49005491
Riyadh,23/05/2023 18:01,51,329,1496.5,317.6,58,88.09088859,95.82643903
Riyadh,23/05/2023 19:01,33,133,551.7,139.2,40,82.39322481,83.03809625
Riyadh,23/05/2023 20:01,27,152,528.9,138.6,30,80.58002377,78.8116188
Riyadh,23/05/2023 21:31,27,176,599.3,156.3,26,79.1645995,79.14486801
Riyadh,23/05/2023 22:01,23,120,379.4,82.8,20,78.02491572,76.41564281
Riyadh,23/05/2023 23:01,15,62,198.4,26.2,12,74.34108849,70.11393811
Riyadh,24/05/2023 00:01,11,40,154.7,21.6,11,70.76573787,67.33058431
Riyadh,24/05/2023 01:01,6,14,48.5,6.6,6,66.51617124,63.389368
Riyadh,24/05/2023 02:01,3,10,49.3,4,3,62.83519131,59.96043557
Riyadh,24/05/2023 03:01,1,10,38.9,5.9,2,60.4321529,57.97612504
Riyadh,24/05/2023 04:01,0,3,12.4,1.5,0,56.6372475,54.25617837
Riyadh,24/05/2023 05:01,0,5,19.2,1.6,0,54.22633314,52.07745326
Riyadh,24/05/2023 06:46,15,101,344.4,93.6,22,71.81780847,71.16005156
Riyadh,24/05/2023 07:46,22,103,439.4,131,33,73.62973097,72.26643933
Riyadh,24/05/2023 08:01,23,95,387.2,122,33,73.17429327,72.75738629
Riyadh,24/05/2023 09:16,26,117,479.1,129.9,31,71.84502379,74.49200091
Riyadh,24/05/2023 10:01,25,105,465.2,128.8,28,71.1210403,73.83879594
Riyadh,24/05/2023 11:46,22,162,559.6,150.7,24,72.58540009,74.77489186
Riyadh,24/05/2023 12:01,24,164,612.2,161,27,72.72719166,75.66779785
Riyadh,24/05/2023 13:01,22,125,440,115.2,25,72.35335779,73.51000497
Riyadh,24/05/2023 14:46,27,160,656.3,176.6,27,73.18309906,75.77314708
Riyadh,24/05/2023 15:31,31,139,627.9,189.3,30,75.48858686,78.57387955
Riyadh,24/05/2023 16:46,44,298,1309.8,330.5,41,84.88393233,89.43492175
Riyadh,24/05/2023 17:46,54,338,1619.7,376.2,49,88.82733162,97.28882346
Riyadh,24/05/2023 18:01,53,331,1555.3,347.7,48,88.33577177,96.76506447
Riyadh,24/05/2023 19:01,34,122,481.1,117.5,32,82.90152643,82.97140769
Riyadh,24/05/2023 20:01,29,176,632.2,156,31,81.16188634,79.81155214
Riyadh,24/05/2023 21:31,33,206,741.4,206.6,35,80.37926976,83.39327791
Riyadh,24/05/2023 22:01,31,168,574.8,140.7,33,79.1535691,81.49645737
Riyadh,24/05/2023 23:01,21,91,312.6,68,19,75.7559053,74.50364916
Riyadh,25/05/2023 00:01,13,41,119.3,22.1,11,71.67473305,69.05895337
Riyadh,25/05/2023 01:01,6,28,113.2,10,7,66.86192572,62.93374352
Riyadh,25/05/2023 02:01,4,21,87.2,8,4,63.18275122,60.45854098
Riyadh,25/05/2023 03:01,1,10,25.7,3.9,2,61.06757002,58.1158811
Riyadh,25/05/2023 04:01,0,7,23.3,1,0,57.80585895,55.26659248
Riyadh,25/05/2023 05:01,0,6,20,3.4,0,55.22507887,53.36374547
Riyadh,25/05/2023 06:46,11,46,171.2,63.3,11,67.17354789,65.74479663
Riyadh,25/05/2023 07:46,14,77,277.5,82.5,16,69.67644413,67.18174926
Riyadh,25/05/2023 08:46,18,73,265.3,93.2,17,68.60457266,69.08635063
Riyadh,25/05/2023 09:46,24,111,493.5,149.9,21,69.62930076,73.4962047
Riyadh,25/05/2023 10:01,25,114,452.2,144.4,21,69.71755337,73.9069318
Riyadh,25/05/2023 11:46,24,164,662.7,181.3,25,71.52217905,74.88928798
Riyadh,25/05/2023 12:01,26,159,628,172.2,27,71.79619495,75.72936912
Riyadh,25/05/2023 13:31,23,137,461.1,148.2,23,71.76643842,73.45333918
Riyadh,25/05/2023 14:46,29,171,687.6,212.6,45,74.20445243,76.54772532
Riyadh,25/05/2023 15:31,34,163,698.7,227.7,58,76.91967188,80.15144019
Riyadh,25/05/2023 16:46,47,330,1619.3,359.3,73,84.9887636,90.7535846
Riyadh,25/05/2023 17:46,55,375,1886.1,380.7,76,88.62738836,97.21870918
Riyadh,25/05/2023 18:01,54,355,1701.1,350.5,69,88.162375,96.49505009
Riyadh,25/05/2023 19:01,38,150,619.7,173.5,46,83.05765949,84.64514234
Riyadh,25/05/2023 20:16,38,249,1080.1,259.7,39,83.26599902,85.09891841
Riyadh,25/05/2023 21:46,49,363,1526.2,343.7,41,84.86540331,94.28707462
Riyadh,25/05/2023 22:01,49,345,1471.1,337.3,40,84.19163683,93.65650027
Riyadh,25/05/2023 23:01,40,240,941.3,224.5,33,80.98543647,87.55814249
Riyadh,26/05/2023 00:01,31,176,613.2,143.3,26,76.41476361,80.45868483
Riyadh,26/05/2023 01:01,22,86,320.5,69.7,18,71.73673055,73.79207431
Riyadh,26/05/2023 02:01,11,43,195.2,19.2,11,67.97344499,66.55022429
Riyadh,26/05/2023 03:01,6,24,136.7,9.8,6,64.28322377,62.28287041
Riyadh,26/05/2023 04:01,2,14,76.5,6,2,60.43722147,58.76866394
Riyadh,26/05/2023 05:01,0,6,26.2,1.2,0,58.233917,56.44401839
Riyadh,26/05/2023 06:01,0,15,49.8,6.1,0,57.07507308,55.20643742
Riyadh,26/05/2023 07:01,0,8,28.3,3.3,0,56.24313598,54.61247053
Riyadh,26/05/2023 08:01,0,11,38.1,2.9,0,56.45729517,55.02863834
Riyadh,26/05/2023 09:01,0,13,48,4.4,0,57.18415584,56.00103791
Riyadh,26/05/2023 10:01,0,9,38.1,2.7,0,57.54820562,56.15458931
Riyadh,26/05/2023 11:01,0,7,26.2,1.7,0,56.58503576,55.34046241
Riyadh,26/05/2023 12:46,5,33,99.4,12.2,5,66.5847419,66.13347552
Riyadh,26/05/2023 13:01,4,32,113.8,11,4,65.15492569,64.06752973
Riyadh,26/05/2023 14:01,3,28,107.3,15,3,62.87228652,60.88102138
Riyadh,26/05/2023 15:31,4,41,166,18.7,4,63.45189008,60.69950788
Riyadh,26/05/2023 16:46,14,116,480.7,92.5,14,70.67905598,69.50008697
Riyadh,26/05/2023 17:46,20,184,696.4,133.6,19,74.09201719,73.8785712
Riyadh,26/05/2023 18:31,22,149,708.7,140,22,75.16551715,75.62648644
Riyadh,26/05/2023 19:46,28,195,899,213.1,29,77.7519145,79.67277565
Riyadh,26/05/2023 20:16,35,259,1116.9,245.4,33,79.003493,83.41944452
Riyadh,26/05/2023 21:46,44,302,1253.7,272.9,53,81.63978439,90.77476927
Riyadh,26/05/2023 22:01,43,271,1118.5,244.1,49,81.50317481,89.93439539
Riyadh,26/05/2023 23:01,36,202,769.6,183.3,34,78.82291657,84.24489228
Riyadh,27/05/2023 00:01,30,145,518.6,134.3,33,74.20403475,79.41939327
Riyadh,27/05/2023 01:01,22,82,336.6,64.1,25,70.32238202,73.19253576
Riyadh,27/05/2023 02:01,13,45,239.2,29.5,14,67.26614662,66.78892397
Riyadh,27/05/2023 03:01,7,24,128,13.8,6,64.34244594,62.80499685
Riyadh,27/05/2023 04:01,3,12,62.1,6,2,60.5725681,58.97640897
Riyadh,27/05/2023 05:01,1,10,27.2,3.4,1,58.6625555,57.05432756
Riyadh,27/05/2023 06:01,1,14,48.7,10.2,0,57.78672457,56.28963601
Riyadh,27/05/2023 07:46,1,15,64.9,7.7,2,58.12969052,56.68005804
Riyadh,27/05/2023 08:46,4,10,35.6,9,3,59.72649281,58.60497761
Riyadh,27/05/2023 09:46,7,45,139.9,28.3,7,61.77206239,60.95202796
Riyadh,27/05/2023 10:46,10,66,258.7,51,10,63.81517263,63.3202476
Riyadh,27/05/2023 11:31,11,80,344.6,56.2,11,64.86891904,64.53912602
Riyadh,27/05/2023 12:01,11,70,325.5,57,10,64.57589397,64.45429667
Riyadh,27/05/2023 13:31,9,36,149.4,30,8,64.7080959,64.02680506
Riyadh,27/05/2023 14:46,9,42,131,40,10,64.8780389,63.53500134
Riyadh,27/05/2023 15:01,9,41,148.1,37.2,13,65.22962365,63.90576186
Riyadh,27/05/2023 15:31,11,53,188.2,66.8,13,66.25420925,65.20552466
Riyadh,27/05/2023 16:46,27,187,742.5,197,27,76.35691226,77.982374
Riyadh,27/05/2023 17:46,35,268,1086.5,266.4,35,80.09500829,84.06778392
Riyadh,27/05/2023 18:01,35,267,1123.2,245.7,34,80.3195761,84.76890536
Riyadh,27/05/2023 19:46,33,245,852.1,219,31,79.34655354,82.9378868
Riyadh,27/05/2023 20:16,36,247,901.4,228.5,31,79.54203432,84.51047625
Riyadh,27/05/2023 21:31,35,222,849.9,207.1,31,78.41993399,84.46958538
Riyadh,27/05/2023 22:01,31,140,526,148.3,29,77.091642,80.96939262
Riyadh,27/05/2023 23:01,20,94,292.6,67.5,21,73.30128094,73.11646977
Riyadh,28/05/2023 00:01,19,68,267.5,56.7,13,69.83009849,72.44694041
Riyadh,28/05/2023 01:01,11,36,157.1,17.8,6,66.14968442,66.63305564
Riyadh,28/05/2023 02:01,6,24,120.6,12.3,2,62.83499788,62.0781674
Riyadh,28/05/2023 03:01,3,12,70.9,7.5,1,60.65321413,59.46904663
Riyadh,28/05/2023 04:01,0,8,21.6,5.9,0,57.51264383,55.96970222
Riyadh,28/05/2023 05:01,0,9,28.9,4.7,0,55.60550644,53.85457824
Riyadh,28/05/2023 06:46,2,11,23.7,12.3,18,65.6312941,56.08118079
Riyadh,28/05/2023 07:46,11,47,191.7,76.9,27,74.478112,63.34039013
Riyadh,28/05/2023 08:46,19,67,272.4,99.6,29,73.8093102,68.95255116
Riyadh,28/05/2023 09:31,23,82,334.8,112.5,26,73.02360178,72.00916078
Riyadh,28/05/2023 10:01,22,112,407.2,126.3,24,72.19888376,71.75820475
Riyadh,28/05/2023 11:01,19,114,422.5,97.7,20,70.04889279,69.62843083
Riyadh,28/05/2023 12:01,18,106,415.5,102,22,70.7089544,69.41439828
Riyadh,28/05/2023 13:01,13,69,236.7,51.7,23,71.55517893,67.11950557
Riyadh,28/05/2023 14:46,20,112,458.5,127.9,26,72.96339822,71.51539822
Riyadh,28/05/2023 15:31,23,116,502.7,153.4,29,75.19175457,73.48929442
Riyadh,28/05/2023 16:46,43,319,1333.5,354.2,42,83.81666566,88.24001224
Riyadh,28/05/2023 17:46,57,417,1990.4,434.5,49,87.71765147,99.28740786
Riyadh,28/05/2023 18:01,56,402,1871.9,404.1,47,87.00824285,98.79535213
Riyadh,28/05/2023 19:01,43,223,936.9,221.1,29,80.76095775,88.86140856
Riyadh,28/05/2023 20:16,41,311,1174.2,274.1,24,78.19809191,87.82008819
Riyadh,28/05/2023 21:31,44,350,1353.9,315.3,25,77.37387804,91.03435679
Riyadh,28/05/2023 22:01,43,279,1133.8,272.5,24,76.33251123,90.36278201
Riyadh,28/05/2023 23:01,33,181,674,161.2,17,73.46454808,82.71548001
Riyadh,29/05/2023 00:01,23,83,288.1,71,10,70.32761194,75.40407349
Riyadh,29/05/2023 01:01,12,34,145.9,16.3,5,66.42414405,67.27091366
Riyadh,29/05/2023 02:01,6,24,75,9,3,63.6276605,62.57758311
Riyadh,29/05/2023 03:01,3,7,26.2,3.1,1,60.91971944,59.26786739
Riyadh,29/05/2023 04:01,1,7,25.5,1.2,0,57.84423226,56.40693397
Riyadh,29/05/2023 05:01,0,9,41,5.2,0,55.75476111,54.51336773
Riyadh,29/05/2023 06:46,1,13,42.9,14.2,18,66.02983573,56.10373889
Riyadh,29/05/2023 07:46,12,48,186.5,83.3,26,74.8954431,64.10032811
Riyadh,29/05/2023 08:46,21,72,274.1,108.9,27,74.1937269,70.71031404
